Date of Sighting,Latitude of Sighting,Longitude of Sighting,Nearest Approximate City,US State,Notes about the sighting,Time of Day,Tag of Apparition,Image Link
9/1/2022,39.906834,-83.46105,Columbus,Ohio,Curtains moved though windows were shut.,Morning,White Lady,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_1.png
5/19/2025,39.943432,-82.8424,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Evening,Full-Body Apparition,
9/10/2021,41.498672,-81.605706,Cleveland,Ohio,Curtains moved though windows were shut.,Evening,White Lady,
12/25/2023,40.069289,-83.503772,Columbus,Ohio,Glowing orb photographed in backyard.,Morning,Poltergeist,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
1/8/2024,40.253893,-82.944721,Columbus,Ohio,Apparition seen floating near old church grounds.,Evening,White Lady,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_3.png
12/2/2023,39.90062,-82.9418,Columbus,Ohio,Apparition seen floating near old church grounds.,Midnight,Shadow Figure,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_0.png
11/19/2022,39.987881,-82.935085,Columbus,Ohio,Witness captured blurry image on phone.,Night,Orbs,
2/26/2024,39.816089,-82.641665,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Night,Shadow Figure,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_2.png
2/1/2023,40.104419,-82.783074,Columbus,Ohio,Figure disappeared upon approach.,Evening,Headless Spirit,
7/30/2025,41.444482,-81.891589,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Dawn,Shadow Figure,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_0.png
2/28/2021,40.030811,-83.09957,Columbus,Ohio,Old radio emitted static and a faint melody.,Midnight,Shadow Figure,
1/13/2025,41.742669,-82.137241,Cleveland,Ohio,Old radio emitted static and a faint melody.,Afternoon,Shadow Figure,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_3.png
1/15/2023,41.482219,-81.557911,Cleveland,Ohio,Figure disappeared upon approach.,Dawn,White Lady,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_2.png
12/31/2020,39.890362,-82.850594,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Night,Shadow Figure,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_1.png
11/11/2024,41.495102,-81.5115,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Evening,White Lady,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
10/30/2022,39.925346,-83.084912,Columbus,Ohio,Figure disappeared upon approach.,Afternoon,White Lady,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_0.png
7/11/2022,40.082875,-82.858108,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Morning,Headless Spirit,
12/21/2021,40.345692,-83.062305,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Afternoon,Poltergeist,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_2.png
9/20/2023,40.006454,-83.326468,Columbus,Ohio,Scent of old perfume noticed with no source.,Morning,Poltergeist,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_3.png
4/3/2023,40.012031,-82.897617,Columbus,Ohio,Apparition seen floating near old church grounds.,Night,Full-Body Apparition,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_2.png
3/13/2021,40.037136,-83.46548,Columbus,Ohio,Local dog barking frantically before sighting.,Morning,Shadow Figure,https://cdn.midjourney.com/90895f4f-c3a6-4faf-b2ee-b7a9ec71d9cd/0_1.png
5/24/2021,41.762713,-81.748266,Cleveland,Ohio,Figure disappeared upon approach.,Midnight,Full-Body Apparition,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
10/31/2021,41.268581,-80.929021,Cleveland,Ohio,Curtains moved though windows were shut.,Midnight,Phantom Sounds,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_3.png
1/17/2023,39.98065,-82.764137,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Night,Orbs,
1/21/2025,40.034295,-83.061979,Columbus,Ohio,Apparition seen floating near old church grounds.,Evening,Shadow Figure,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_3.png
8/5/2025,41.690741,-81.735233,Cleveland,Ohio,Apparition matched description of local legend.,Midnight,White Lady,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_0.png
4/10/2023,41.6537,-81.943183,Cleveland,Ohio,Local dog barking frantically before sighting.,Morning,Poltergeist,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_3.png
9/7/2021,40.088842,-82.869986,Columbus,Ohio,Apparition matched description of local legend.,Afternoon,Headless Spirit,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_0.png
10/26/2023,40.176776,-82.798469,Columbus,Ohio,Local dog barking frantically before sighting.,Midnight,White Lady,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_0.png
10/16/2022,39.863356,-82.923319,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Midnight,Shadow Figure,
11/26/2020,41.530376,-81.568809,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Evening,White Lady,
1/10/2022,41.221819,-81.834215,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Evening,Full-Body Apparition,
5/28/2022,41.695714,-81.408611,Cleveland,Ohio,Apparition matched description of local legend.,Morning,Orbs,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_3.png
10/29/2020,39.962205,-83.273601,Columbus,Ohio,Glowing orb photographed in backyard.,Dawn,Phantom Sounds,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_1.png
8/4/2021,40.080347,-82.979544,Columbus,Ohio,Curtains moved though windows were shut.,Afternoon,Shadow Figure,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
8/22/2025,41.530757,-81.612867,Cleveland,Ohio,Witness captured blurry image on phone.,Evening,Poltergeist,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_3.png
12/9/2023,40.162075,-82.716417,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Afternoon,Orbs,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_1.png
11/24/2023,41.531933,-81.814652,Cleveland,Ohio,Witness captured blurry image on phone.,Morning,Orbs,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_0.png
11/8/2024,41.506715,-82.013249,Cleveland,Ohio,Figure disappeared upon approach.,Afternoon,Full-Body Apparition,
8/18/2025,41.550048,-81.428447,Cleveland,Ohio,Scent of old perfume noticed with no source.,Evening,Full-Body Apparition,
6/22/2025,41.365373,-82.079986,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Morning,Orbs,
4/15/2023,39.293326,-83.61644,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,Shadow Figure,
11/21/2023,39.849617,-83.109722,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Afternoon,Poltergeist,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
12/21/2020,39.89376,-82.881687,Columbus,Ohio,Old radio emitted static and a faint melody.,Dawn,Headless Spirit,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
5/31/2024,41.659794,-82.020181,Cleveland,Ohio,Apparition matched description of local legend.,Night,Full-Body Apparition,
12/17/2024,41.296791,-81.351541,Cleveland,Ohio,Curtains moved though windows were shut.,Midnight,Shadow Figure,
6/13/2022,41.493752,-81.694174,Cleveland,Ohio,Witness captured blurry image on phone.,Dawn,White Lady,
1/10/2024,42.146649,-82.137683,Cleveland,Ohio,Disembodied voice whispered a name.,Night,Shadow Figure,
4/23/2025,41.597782,-81.798279,Cleveland,Ohio,Apparition seen floating near old church grounds.,Night,Orbs,
6/10/2022,39.871896,-83.201328,Columbus,Ohio,Apparition matched description of local legend.,Midnight,Phantom Sounds,
10/29/2021,41.444371,-81.195907,Cleveland,Ohio,Apparition matched description of local legend.,Night,Shadow Figure,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_2.png
2/23/2021,41.732105,-81.941655,Cleveland,Ohio,Disembodied voice whispered a name.,Morning,White Lady,
7/27/2025,40.021122,-83.042527,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,Full-Body Apparition,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_0.png
8/20/2021,41.874659,-81.829418,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Evening,Headless Spirit,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
6/22/2024,41.441582,-82.096484,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Midnight,White Lady,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_0.png
9/19/2023,41.494263,-81.666903,Cleveland,Ohio,Glowing orb photographed in backyard.,Night,Shadow Figure,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_0.png
3/16/2024,39.738511,-82.963287,Columbus,Ohio,Figure disappeared upon approach.,Morning,Headless Spirit,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_3.png
2/16/2024,39.930654,-82.987568,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Evening,Headless Spirit,
12/14/2021,41.554729,-80.801267,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Morning,Full-Body Apparition,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_0.png
12/12/2022,40.561797,-82.534601,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Midnight,Phantom Sounds,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_3.png
6/15/2025,40.006424,-83.158316,Columbus,Ohio,Glowing orb photographed in backyard.,Dawn,Orbs,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_0.png
12/25/2024,39.70027,-83.375443,Columbus,Ohio,Disembodied voice whispered a name.,Evening,Headless Spirit,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_3.png
7/2/2021,41.334482,-82.042497,Cleveland,Ohio,Curtains moved though windows were shut.,Evening,Phantom Sounds,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
11/18/2023,40.103374,-82.979789,Columbus,Ohio,Apparition seen floating near old church grounds.,Morning,Shadow Figure,
5/15/2024,39.969271,-82.947842,Columbus,Ohio,Curtains moved though windows were shut.,Afternoon,Phantom Sounds,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_3.png
5/25/2022,39.677528,-83.117672,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Afternoon,Orbs,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_2.png
1/27/2021,39.748854,-83.211185,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Evening,Shadow Figure,
12/20/2022,39.86277,-82.900039,Columbus,Ohio,Curtains moved though windows were shut.,Dawn,Shadow Figure,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_0.png
2/24/2024,41.477441,-81.623915,Cleveland,Ohio,Apparition seen floating near old church grounds.,Night,Headless Spirit,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_1.png
12/28/2022,41.54093,-81.658052,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Morning,Orbs,
12/29/2022,39.746825,-82.831467,Columbus,Ohio,Disembodied voice whispered a name.,Morning,Phantom Sounds,
12/17/2023,41.967389,-81.985553,Cleveland,Ohio,Local dog barking frantically before sighting.,Dawn,Poltergeist,
1/12/2022,41.411208,-81.698871,Cleveland,Ohio,Figure disappeared upon approach.,Midnight,Shadow Figure,
10/22/2022,39.898135,-82.930721,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Poltergeist,
4/10/2021,41.589304,-81.532148,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Afternoon,Full-Body Apparition,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_1.png
7/30/2022,41.469175,-81.86889,Cleveland,Ohio,Apparition seen floating near old church grounds.,Dawn,Headless Spirit,
8/13/2022,39.864253,-82.389258,Columbus,Ohio,Apparition seen floating near old church grounds.,Afternoon,Full-Body Apparition,
12/5/2023,41.531292,-81.757662,Cleveland,Ohio,Disembodied voice whispered a name.,Dawn,Phantom Sounds,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_3.png
4/19/2023,39.996937,-83.031316,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Evening,Orbs,
2/27/2022,41.671745,-81.505957,Cleveland,Ohio,Curtains moved though windows were shut.,Morning,Full-Body Apparition,
1/11/2021,39.917332,-82.927583,Columbus,Ohio,Old radio emitted static and a faint melody.,Dawn,Orbs,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_3.png
1/12/2021,39.954523,-82.830142,Columbus,Ohio,Figure disappeared upon approach.,Evening,Orbs,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
11/5/2020,40.088349,-83.131916,Columbus,Ohio,Apparition matched description of local legend.,Midnight,Poltergeist,
9/17/2022,40.096362,-82.9094,Columbus,Ohio,Old radio emitted static and a faint melody.,Morning,White Lady,
7/18/2025,41.756563,-81.623172,Cleveland,Ohio,Apparition matched description of local legend.,Evening,Shadow Figure,
9/12/2022,41.477618,-81.653012,Cleveland,Ohio,Old radio emitted static and a faint melody.,Night,Headless Spirit,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
11/22/2023,39.986255,-82.949133,Columbus,Ohio,Local dog barking frantically before sighting.,Afternoon,Shadow Figure,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_2.png
6/24/2023,41.366403,-81.504121,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Dawn,Phantom Sounds,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_0.png
11/11/2021,40.018237,-82.892114,Columbus,Ohio,Curtains moved though windows were shut.,Dawn,Phantom Sounds,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_1.png
9/19/2023,41.522624,-81.764193,Cleveland,Ohio,Apparition matched description of local legend.,Afternoon,White Lady,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
4/17/2022,41.012736,-82.230044,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Dawn,Phantom Sounds,
11/2/2022,41.583941,-81.516341,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Evening,Headless Spirit,
2/4/2024,41.546265,-81.593747,Cleveland,Ohio,Curtains moved though windows were shut.,Afternoon,Headless Spirit,
10/20/2022,41.381774,-81.81335,Cleveland,Ohio,Old radio emitted static and a faint melody.,Dawn,Orbs,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_0.png
2/25/2021,41.692909,-82.009217,Cleveland,Ohio,Figure disappeared upon approach.,Midnight,Full-Body Apparition,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_3.png
9/27/2024,39.943903,-83.005593,Columbus,Ohio,Witness reported cold spots and flickering lights.,Dawn,White Lady,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_0.png
1/17/2025,41.523891,-81.409442,Cleveland,Ohio,Curtains moved though windows were shut.,Afternoon,White Lady,
10/11/2021,41.557273,-81.78521,Cleveland,Ohio,Witness captured blurry image on phone.,Midnight,White Lady,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_1.png
1/28/2025,41.677497,-81.519332,Cleveland,Ohio,Apparition matched description of local legend.,Evening,White Lady,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_1.png
5/24/2023,40.08356,-82.85151,Columbus,Ohio,Local dog barking frantically before sighting.,Dawn,Shadow Figure,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_2.png
6/9/2022,41.77725,-82.220199,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Poltergeist,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_1.png
8/30/2025,41.115448,-81.775655,Cleveland,Ohio,Curtains moved though windows were shut.,Dawn,Poltergeist,
11/21/2022,41.852468,-80.906481,Cleveland,Ohio,Glowing orb photographed in backyard.,Evening,Poltergeist,
7/17/2021,39.985462,-82.99977,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Evening,Full-Body Apparition,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_3.png
3/25/2021,41.444641,-81.677515,Cleveland,Ohio,Curtains moved though windows were shut.,Morning,Shadow Figure,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_2.png
12/11/2023,39.754416,-82.518914,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Dawn,Headless Spirit,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_0.png
4/21/2023,41.691446,-81.779015,Cleveland,Ohio,Glowing orb photographed in backyard.,Midnight,White Lady,
1/5/2024,39.952902,-83.161526,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Dawn,White Lady,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_2.png
5/2/2023,41.373771,-82.123224,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Afternoon,Poltergeist,
7/12/2021,39.923367,-82.832201,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Afternoon,Full-Body Apparition,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
8/29/2025,41.572665,-81.600405,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Full-Body Apparition,
4/14/2025,39.891826,-83.016531,Columbus,Ohio,Figure disappeared upon approach.,Afternoon,Poltergeist,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_0.png
11/3/2023,41.888174,-81.268688,Cleveland,Ohio,Curtains moved though windows were shut.,Midnight,Poltergeist,
2/13/2025,41.509842,-81.686106,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Morning,White Lady,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
12/18/2022,40.017541,-83.115782,Columbus,Ohio,Figure disappeared upon approach.,Midnight,Poltergeist,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_2.png
9/2/2024,40.069991,-82.890558,Columbus,Ohio,Scent of old perfume noticed with no source.,Night,Orbs,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_1.png
9/5/2023,41.320739,-82.254234,Cleveland,Ohio,Glowing orb photographed in backyard.,Morning,Shadow Figure,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_1.png
12/9/2024,40.02591,-82.876495,Columbus,Ohio,Local dog barking frantically before sighting.,Morning,Poltergeist,
8/10/2025,40.078472,-83.390112,Columbus,Ohio,Apparition seen floating near old church grounds.,Midnight,Poltergeist,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_1.png
6/8/2024,41.210508,-81.605394,Cleveland,Ohio,Disembodied voice whispered a name.,Dawn,Orbs,
1/13/2021,41.613807,-81.424992,Cleveland,Ohio,Apparition matched description of local legend.,Dawn,Poltergeist,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_3.png
3/4/2025,41.444255,-81.642307,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Morning,Orbs,
10/19/2020,41.471603,-81.791818,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Morning,Poltergeist,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_0.png
2/25/2025,41.586264,-81.690275,Cleveland,Ohio,Old radio emitted static and a faint melody.,Morning,Headless Spirit,
11/14/2020,41.640028,-82.023519,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Morning,White Lady,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_0.png
2/16/2023,39.60649,-82.737091,Columbus,Ohio,Witness reported cold spots and flickering lights.,Dawn,Shadow Figure,
9/29/2020,39.723393,-82.734456,Columbus,Ohio,Curtains moved though windows were shut.,Evening,Headless Spirit,
5/14/2025,41.331662,-81.871682,Cleveland,Ohio,Disembodied voice whispered a name.,Afternoon,Shadow Figure,
3/1/2022,40.363228,-83.043723,Columbus,Ohio,Figure disappeared upon approach.,Midnight,Phantom Sounds,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_2.png
10/7/2021,41.594262,-81.519843,Cleveland,Ohio,Local dog barking frantically before sighting.,Evening,Headless Spirit,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_1.png
